JobTicketReference,JobTicketLineReference,WorksOrderReference,AppointmentReference,PropertiesSK,EmployeesSK,PatchCode,JobSORCode,NoAccess,FollowOn,FollowOnDescription,FirstTimeFix,SecondTimeFix,AccessedVisitNumber,ActualStartDate,ActualEndDate,ActualDurationMins,JobInvoicedCost,VisitOutcome
JT11001371,JT11001371-1,WO701207,AP9001371,5018,1003,CSP1,PCTILE,N,N,,Y,N,1,2026-04-15T12:09:00,2026-04-15T12:29:00,20,183.59,Completed
JT11001372,JT11001372-1,WO701208,AP9001372,5001,1003,CSP1,PCELEC,N,N,,Y,N,1,2026-04-15T08:15:00,2026-04-15T09:17:00,62,260.01,Completed
JT11001373,JT11001373-1,WO701209,AP9001373,5013,1001,CSP1,PCTILE,N,N,,Y,N,1,2026-04-15T07:54:00,2026-04-15T09:16:00,82,163.37,Completed
JT11001374,JT11001374-1,WO701210,AP9001374,5052,1001,CSP1,PCELEC,Y,N,,N,N,1,2026-04-15T12:13:00,2026-04-15T12:50:00,37,162.16,No Access
JT11001375,JT11001375-1,WO701210,AP9001375,5052,1001,CSP1,PCELEC,N,N,,Y,Y,2,2026-04-17T07:53:00,2026-04-17T08:42:00,49,162.16,Completed
JT11001376,JT11001376-1,WO701211,AP9001376,5185,1009,CSP2,PCCARP,N,Y,Warning risk / Warning vulnerable,N,N,1,2026-04-15T08:02:00,2026-04-15T09:32:00,90,110.81,Completed
JT11001377,JT11001377-1,WO701211,AP9001377,5185,1009,CSP2,PCCARP,N,N,,Y,Y,2,2026-04-17T12:11:00,2026-04-17T13:28:00,77,110.81,Completed
JT11001378,JT11001378-1,WO701212,AP9001378,5166,1006,CSP2,PCGROUND,N,Y,Warning risk / Warning vulnerable,N,N,1,2026-04-15T08:02:00,2026-04-15T09:29:00,87,123.95,Completed
JT11001379,JT11001379-1,WO701212,AP9001379,5166,1006,CSP2,PCGROUND,N,N,,Y,Y,2,2026-04-17T12:18:00,2026-04-17T13:40:00,82,123.95,Completed
JT11001380,JT11001380-1,WO701213,AP9001380,5186,1006,CSP2,PCBRICK,N,N,,Y,N,1,2026-04-15T11:50:00,2026-04-15T12:10:00,20,343.70,Completed
JT11001381,JT11001381-1,WO701214,AP9001381,5137,1009,CSP2,PCELEC,N,N,,Y,N,1,2026-04-15T07:53:00,2026-04-15T08:13:00,20,323.70,Completed
JT11001382,JT11001382-1,WO701215,AP9001382,5180,1009,CSP2,PCELEC,N,Y,Asbestos found,N,N,1,2026-04-15T07:59:00,2026-04-15T09:22:00,83,137.51,Completed
JT11001383,JT11001383-1,WO701215,AP9001383,5180,1009,CSP2,PCELEC,N,N,,Y,Y,2,2026-04-17T12:18:00,2026-04-17T13:39:00,81,137.51,Completed
JT11001384,JT11001384-1,WO701216,AP9001384,5121,1006,CSP2,PCFENCE,N,N,,Y,N,1,2026-04-15T08:10:00,2026-04-15T09:26:00,76,344.16,Completed
JT11001385,JT11001385-1,WO701217,AP9001385,5109,1006,CSP2,PCPLAST,N,Y,Re-directed work,N,N,1,2026-04-15T11:55:00,2026-04-15T13:18:00,83,124.16,Completed
JT11001386,JT11001386-1,WO701217,AP9001386,5109,1006,CSP2,PCPLAST,N,N,,Y,Y,2,2026-04-17T12:07:00,2026-04-17T13:34:00,87,124.16,Completed
JT11001387,JT11001387-1,WO701218,AP9001387,5136,1008,CSP2,PCBRICK,N,N,,Y,N,1,2026-04-15T12:16:00,2026-04-15T12:49:00,33,335.05,Completed
JT11001388,JT11001388-1,WO701219,AP9001388,5124,1006,CSP2,PCGROUND,N,N,,Y,N,1,2026-04-15T11:54:00,2026-04-15T13:02:00,68,316.86,Completed
JT11001389,JT11001389-1,WO701220,AP9001389,5175,1008,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-15T07:55:00,2026-04-15T08:52:00,57,278.20,Completed
JT11001390,JT11001390-1,WO701221,AP9001390,5187,1006,CSP2,PCELEC,N,N,,Y,N,1,2026-04-15T12:07:00,2026-04-15T13:00:00,53,319.36,Completed
JT11001391,JT11001391-1,WO701222,AP9001391,5150,1006,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-15T08:09:00,2026-04-15T09:42:00,93,270.54,Completed
JT11001392,JT11001392-1,WO701223,AP9001392,5198,1009,CSP2,PCFENCE,N,N,,Y,N,1,2026-04-15T12:02:00,2026-04-15T13:00:00,58,350.40,Completed
JT11001393,JT11001393-1,WO701224,AP9001393,5182,1006,CSP2,PCGROUND,N,N,,Y,N,1,2026-04-15T07:54:00,2026-04-15T09:18:00,84,362.43,Completed
JT11001394,JT11001394-1,WO701225,AP9001394,5156,1006,CSP2,PCGROUND,N,N,,Y,N,1,2026-04-15T08:14:00,2026-04-15T09:13:00,59,438.39,Completed
JT11001395,JT11001395-1,WO701226,AP9001395,5105,1009,CSP2,PCPLAST,Y,N,,N,N,1,2026-04-15T08:11:00,2026-04-15T09:41:00,90,85.03,No Access
JT11001396,JT11001396-1,WO701226,AP9001396,5105,1009,CSP2,PCPLAST,N,N,,Y,Y,2,2026-04-17T11:56:00,2026-04-17T12:59:00,63,85.03,Completed
JT11001397,JT11001397-1,WO701227,AP9001397,5188,1009,CSP2,PCGROUND,N,N,,Y,N,1,2026-04-15T08:10:00,2026-04-15T09:32:00,82,333.13,Completed
JT11001398,JT11001398-1,WO701228,AP9001398,5172,1009,CSP2,PCPLAST,N,Y,Follow on weather conditions,N,N,1,2026-04-15T07:52:00,2026-04-15T09:24:00,92,104.84,Completed
JT11001399,JT11001399-1,WO701228,AP9001399,5172,1009,CSP2,PCPLAST,N,N,,Y,Y,2,2026-04-17T08:13:00,2026-04-17T09:26:00,73,104.84,Completed
JT11001400,JT11001400-1,WO701229,AP9001400,5167,1007,CSP2,PCBRICK,N,Y,Warning risk / Warning vulnerable,N,N,1,2026-04-15T11:55:00,2026-04-15T12:24:00,29,144.63,Completed
JT11001401,JT11001401-1,WO701229,AP9001401,5167,1007,CSP2,PCBRICK,N,N,,Y,Y,2,2026-04-17T11:56:00,2026-04-17T13:06:00,70,144.63,Completed
JT11001402,JT11001402-1,WO701230,AP9001402,5138,1007,CSP2,PCBRICK,N,N,,Y,N,1,2026-04-15T08:04:00,2026-04-15T09:21:00,77,315.48,Completed
JT11001403,JT11001403-1,WO701231,AP9001403,5167,1006,CSP2,PCGROUND,N,N,,Y,N,1,2026-04-15T08:07:00,2026-04-15T09:49:00,102,376.15,Completed
JT11001404,JT11001404-1,WO701232,AP9001404,5134,1006,CSP2,PCPLUMB,N,N,,Y,N,1,2026-04-15T08:09:00,2026-04-15T09:06:00,57,303.37,Completed
JT11001405,JT11001405-1,WO701233,AP9001405,5271,1014,CSP4,PCFENCE,N,N,,Y,N,1,2026-04-15T07:54:00,2026-04-15T09:27:00,93,299.53,Completed
JT11001406,JT11001406-1,WO701234,AP9001406,5279,1012,CSP4,PCPLUMB,N,N,,Y,N,1,2026-04-15T07:59:00,2026-04-15T09:03:00,64,205.60,Completed
JT11001407,JT11001407-1,WO701235,AP9001407,5271,1013,CSP4,PCELEC,N,N,,Y,N,1,2026-04-15T08:12:00,2026-04-15T09:28:00,76,293.35,Completed
JT11001408,JT11001408-1,WO701236,AP9001408,5245,1014,CSP4,PCVINYL,N,N,,Y,N,1,2026-04-15T12:14:00,2026-04-15T13:09:00,55,221.80,Completed
JT11001409,JT11001409-1,WO701238,AP9001409,5299,1011,CSP4,PCVINYL,N,Y,Re-directed work,N,N,1,2026-04-15T08:17:00,2026-04-15T09:41:00,84,107.00,Completed
JT11001410,JT11001410-1,WO701238,AP9001410,5299,1011,CSP4,PCVINYL,N,N,,Y,Y,2,2026-04-17T08:07:00,2026-04-17T09:04:00,57,107.00,Completed
JT11001411,JT11001411-1,WO701241,AP9001411,5208,1013,CSP4,PCPLAST,N,N,,Y,N,1,2026-04-15T08:08:00,2026-04-15T08:54:00,46,242.57,Completed
JT11001412,JT11001412-1,WO701242,AP9001412,5238,1013,CSP4,PCPLAST,N,N,,Y,N,1,2026-04-15T08:02:00,2026-04-15T09:25:00,83,188.05,Completed
JT11001413,JT11001413-1,WO701243,AP9001413,5227,1012,CSP4,PCELEC,N,N,,Y,N,1,2026-04-15T07:57:00,2026-04-15T08:49:00,52,273.80,Completed
JT11001414,JT11001414-1,WO701244,AP9001414,5271,1014,CSP4,PCBRICK,Y,N,,N,N,1,2026-04-15T12:08:00,2026-04-15T13:33:00,85,192.65,No Access
JT11001415,JT11001415-1,WO701244,AP9001415,5271,1014,CSP4,PCBRICK,N,N,,Y,Y,2,2026-04-17T07:54:00,2026-04-17T08:53:00,59,192.65,Completed
JT11001416,JT11001416-1,WO701245,AP9001416,5245,1012,CSP4,PCVINYL,Y,N,,N,N,1,2026-04-15T08:13:00,2026-04-15T09:43:00,90,130.66,No Access
JT11001417,JT11001417-1,WO701245,AP9001417,5245,1012,CSP4,PCVINYL,N,N,,Y,Y,2,2026-04-17T08:20:00,2026-04-17T09:33:00,73,130.66,Completed
JT11001418,JT11001418-1,WO701246,AP9001418,5267,1012,CSP4,PCTILE,N,N,,Y,N,1,2026-04-15T12:08:00,2026-04-15T13:57:00,109,198.10,Completed
JT11001419,JT11001419-1,WO701247,AP9001419,5231,1011,CSP4,PCELEC,N,N,,Y,N,1,2026-04-15T12:03:00,2026-04-15T12:25:00,22,271.88,Completed
JT11001420,JT11001420-1,WO701248,AP9001420,5276,1014,CSP4,PCVINYL,N,Y,Previously done,N,N,1,2026-04-15T07:56:00,2026-04-15T09:49:00,113,136.71,Completed
JT11001421,JT11001421-1,WO701248,AP9001421,5276,1014,CSP4,PCVINYL,N,N,,Y,Y,2,2026-04-17T12:09:00,2026-04-17T14:18:00,129,136.71,Completed
JT11001422,JT11001422-1,WO701250,AP9001422,5240,1012,CSP4,PCPLUMB,N,Y,Weather condition,N,N,1,2026-04-15T08:19:00,2026-04-15T09:28:00,69,100.61,Completed
JT11001423,JT11001423-1,WO701250,AP9001423,5240,1012,CSP4,PCPLUMB,N,N,,Y,Y,2,2026-04-17T08:15:00,2026-04-17T10:00:00,105,100.61,Completed
JT11001424,JT11001424-1,WO701251,AP9001424,5234,1014,CSP4,PCTILE,N,N,,Y,N,1,2026-04-15T12:07:00,2026-04-15T13:12:00,65,172.24,Completed
JT11001425,JT11001425-1,WO701252,AP9001425,5295,1014,CSP4,PCPLUMB,N,N,,Y,N,1,2026-04-15T12:09:00,2026-04-15T13:45:00,96,368.78,Completed
JT11001426,JT11001426-1,WO701253,AP9001426,5255,1013,CSP4,PCGROUND,N,N,,Y,N,1,2026-04-15T07:57:00,2026-04-15T10:03:00,126,242.23,Completed
JT11001427,JT11001427-1,WO701254,AP9001427,5202,1012,CSP4,PCBRICK,N,N,,Y,N,1,2026-04-15T08:06:00,2026-04-15T10:03:00,117,319.26,Completed
JT11001428,JT11001428-1,WO701255,AP9001428,5074,1002,CSP1,PCVINYL,N,Y,Inspection required,N,N,1,2026-04-16T08:00:00,2026-04-16T09:00:00,60,80.89,Completed
JT11001429,JT11001429-1,WO701255,AP9001429,5074,1002,CSP1,PCVINYL,N,N,,Y,Y,2,2026-04-20T08:06:00,2026-04-20T09:19:00,73,80.89,Completed
JT11001430,JT11001430-1,WO701256,AP9001430,5078,1002,CSP1,PCPLUMB,N,N,,Y,N,1,2026-04-16T08:02:00,2026-04-16T08:22:00,20,168.14,Completed
JT11001431,JT11001431-1,WO701257,AP9001431,5003,1001,CSP1,PCELEC,N,N,,Y,N,1,2026-04-16T07:59:00,2026-04-16T09:03:00,64,271.20,Completed
JT11001432,JT11001432-1,WO701258,AP9001432,5008,1004,CSP1,PCCARP,N,N,,Y,N,1,2026-04-16T11:54:00,2026-04-16T13:43:00,109,169.90,Completed
JT11001433,JT11001433-1,WO701259,AP9001433,5036,1001,CSP1,PCBRICK,Y,N,,N,N,1,2026-04-16T12:13:00,2026-04-16T13:17:00,64,211.88,No Access
JT11001434,JT11001434-1,WO701259,AP9001434,5036,1001,CSP1,PCBRICK,N,N,,Y,Y,2,2026-04-20T08:17:00,2026-04-20T09:17:00,60,211.88,Completed
JT11001435,JT11001435-1,WO701261,AP9001435,5092,1001,CSP1,PCTILE,N,N,,Y,N,1,2026-04-16T07:59:00,2026-04-16T09:26:00,87,159.20,Completed
JT11001436,JT11001436-1,WO701262,AP9001436,5046,1004,CSP1,PCGROUND,Y,N,,N,N,1,2026-04-16T11:54:00,2026-04-16T13:20:00,86,232.79,No Access
JT11001437,JT11001437-1,WO701262,AP9001437,5046,1004,CSP1,PCGROUND,N,N,,Y,Y,2,2026-04-20T08:16:00,2026-04-20T09:18:00,62,232.79,Completed
JT11001438,JT11001438-1,WO701263,AP9001438,5010,1004,CSP1,PCTILE,N,N,,Y,N,1,2026-04-16T08:00:00,2026-04-16T09:11:00,71,180.79,Completed
JT11001439,JT11001439-1,WO701264,AP9001439,5019,1004,CSP1,PCPLUMB,Y,N,,N,N,1,2026-04-16T11:55:00,2026-04-16T13:08:00,73,112.82,No Access
JT11001440,JT11001440-1,WO701264,AP9001440,5019,1004,CSP1,PCPLUMB,N,N,,Y,Y,2,2026-04-20T07:54:00,2026-04-20T08:31:00,37,112.82,Completed
JT11001441,JT11001441-1,WO701265,AP9001441,5038,1001,CSP1,PCPLUMB,N,N,,Y,N,1,2026-04-16T12:09:00,2026-04-16T13:59:00,110,234.83,Completed
JT11001442,JT11001442-1,WO701266,AP9001442,5041,1002,CSP1,PCGROUND,N,N,,Y,N,1,2026-04-16T08:00:00,2026-04-16T09:08:00,68,239.72,Completed
JT11001443,JT11001443-1,WO701267,AP9001443,5075,1001,CSP1,PCPLUMB,Y,N,,N,N,1,2026-04-16T08:19:00,2026-04-16T09:07:00,48,124.10,No Access
JT11001444,JT11001444-1,WO701267,AP9001444,5075,1001,CSP1,PCPLUMB,N,N,,Y,Y,2,2026-04-20T08:20:00,2026-04-20T09:37:00,77,124.10,Completed
JT11001445,JT11001445-1,WO701268,AP9001445,5029,1003,CSP1,PCGROUND,Y,N,,N,N,1,2026-04-16T08:18:00,2026-04-16T09:23:00,65,200.45,No Access
JT11001446,JT11001446-1,WO701268,AP9001446,5029,1003,CSP1,PCGROUND,N,N,,Y,Y,2,2026-04-20T08:20:00,2026-04-20T09:26:00,66,200.45,Completed
JT11001447,JT11001447-1,WO701269,AP9001447,5007,1001,CSP1,PCELEC,N,Y,Previously done,N,N,1,2026-04-16T08:17:00,2026-04-16T09:21:00,64,174.18,Completed
JT11001448,JT11001448-1,WO701269,AP9001448,5007,1001,CSP1,PCELEC,N,N,,Y,Y,2,2026-04-20T07:52:00,2026-04-20T09:14:00,82,174.18,Completed
JT11001449,JT11001449-1,WO701270,AP9001449,5032,1003,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-16T08:10:00,2026-04-16T09:50:00,100,323.51,Completed
JT11001450,JT11001450-1,WO701271,AP9001450,5089,1001,CSP1,PCTILE,N,N,,Y,N,1,2026-04-16T08:03:00,2026-04-16T09:07:00,64,180.47,Completed
JT11001451,JT11001451-1,WO701272,AP9001451,5047,1004,CSP1,PCELEC,N,N,,Y,N,1,2026-04-16T08:14:00,2026-04-16T09:34:00,80,347.08,Completed
JT11001452,JT11001452-1,WO701273,AP9001452,5069,1003,CSP1,PCTILE,N,N,,Y,N,1,2026-04-16T07:59:00,2026-04-16T08:19:00,20,126.07,Completed
JT11001453,JT11001453-1,WO701274,AP9001453,5044,1003,CSP1,PCFENCE,N,N,,Y,N,1,2026-04-16T11:58:00,2026-04-16T13:23:00,85,273.06,Completed
JT11001454,JT11001454-1,WO701275,AP9001454,5099,1001,CSP1,PCTILE,N,N,,Y,N,1,2026-04-16T07:56:00,2026-04-16T09:21:00,85,185.99,Completed
JT11001455,JT11001455-1,WO701276,AP9001455,5092,1003,CSP1,PCELEC,N,N,,Y,N,1,2026-04-16T11:53:00,2026-04-16T13:37:00,104,251.10,Completed
JT11001456,JT11001456-1,WO701277,AP9001456,5110,1007,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-16T08:05:00,2026-04-16T09:22:00,77,180.94,Completed
JT11001457,JT11001457-1,WO701278,AP9001457,5172,1008,CSP2,PCTILE,N,Y,Re-directed work,N,N,1,2026-04-16T07:57:00,2026-04-16T09:40:00,103,69.16,Completed
JT11001458,JT11001458-1,WO701278,AP9001458,5172,1008,CSP2,PCTILE,N,N,,Y,Y,2,2026-04-20T07:55:00,2026-04-20T09:26:00,91,69.16,Completed
JT11001459,JT11001459-1,WO701279,AP9001459,5106,1007,CSP2,PCCARP,N,Y,Tenant requesting extra work,N,N,1,2026-04-16T08:00:00,2026-04-16T09:13:00,73,77.83,Completed
JT11001460,JT11001460-1,WO701279,AP9001460,5106,1007,CSP2,PCCARP,N,N,,Y,Y,2,2026-04-20T07:52:00,2026-04-20T08:33:00,41,77.83,Completed
JT11001461,JT11001461-1,WO701280,AP9001461,5156,1009,CSP2,PCBRICK,N,N,,Y,N,1,2026-04-16T07:56:00,2026-04-16T08:55:00,59,244.18,Completed
JT11001462,JT11001462-1,WO701281,AP9001462,5166,1008,CSP2,PCCARP,N,N,,Y,N,1,2026-04-16T11:58:00,2026-04-16T13:17:00,79,214.22,Completed
JT11001463,JT11001463-1,WO701283,AP9001463,5167,1008,CSP2,PCGROUND,Y,N,,N,N,1,2026-04-16T08:09:00,2026-04-16T09:43:00,94,240.44,No Access
JT11001464,JT11001464-1,WO701283,AP9001464,5167,1008,CSP2,PCGROUND,N,N,,Y,Y,2,2026-04-20T11:50:00,2026-04-20T13:05:00,75,240.44,Completed
JT11001465,JT11001465-1,WO701284,AP9001465,5119,1009,CSP2,PCPLUMB,N,N,,Y,N,1,2026-04-16T08:14:00,2026-04-16T09:40:00,86,254.75,Completed
JT11001466,JT11001466-1,WO701285,AP9001466,5141,1006,CSP2,PCCARP,N,Y,Scaffolding required,N,N,1,2026-04-16T08:16:00,2026-04-16T10:43:00,147,107.22,Completed
JT11001467,JT11001467-1,WO701285,AP9001467,5141,1006,CSP2,PCCARP,N,N,,Y,Y,2,2026-04-20T12:00:00,2026-04-20T13:52:00,112,107.22,Completed
JT11001468,JT11001468-1,WO701286,AP9001468,5137,1009,CSP2,PCBRICK,N,N,,Y,N,1,2026-04-16T07:51:00,2026-04-16T09:25:00,94,292.52,Completed
JT11001469,JT11001469-1,WO701287,AP9001469,5166,1008,CSP2,PCPLAST,N,Y,Weather condition,N,N,1,2026-04-16T08:05:00,2026-04-16T09:22:00,77,97.20,Completed
JT11001470,JT11001470-1,WO701287,AP9001470,5166,1008,CSP2,PCPLAST,N,N,,Y,Y,2,2026-04-20T08:08:00,2026-04-20T09:59:00,111,97.20,Completed
JT11001471,JT11001471-1,WO701288,AP9001471,5104,1008,CSP2,PCFENCE,N,N,,Y,N,1,2026-04-16T12:02:00,2026-04-16T13:23:00,81,304.36,Completed
JT11001472,JT11001472-1,WO701289,AP9001472,5159,1006,CSP2,PCBRICK,N,N,,Y,N,1,2026-04-16T08:15:00,2026-04-16T09:47:00,92,340.98,Completed
JT11001473,JT11001473-1,WO701290,AP9001473,5118,1006,CSP2,PCBRICK,N,N,,Y,N,1,2026-04-16T12:01:00,2026-04-16T13:06:00,65,230.23,Completed
JT11001474,JT11001474-1,WO701291,AP9001474,5110,1006,CSP2,PCFENCE,N,N,,Y,N,1,2026-04-16T12:18:00,2026-04-16T13:30:00,72,235.78,Completed
JT11001475,JT11001475-1,WO701292,AP9001475,5191,1008,CSP2,PCFENCE,Y,N,,N,N,1,2026-04-16T12:12:00,2026-04-16T13:34:00,82,121.53,No Access
JT11001476,JT11001476-1,WO701292,AP9001476,5191,1008,CSP2,PCFENCE,N,N,,Y,Y,2,2026-04-20T11:57:00,2026-04-20T12:48:00,51,121.53,Completed
JT11001477,JT11001477-1,WO701293,AP9001477,5172,1006,CSP2,PCPLUMB,N,N,,Y,N,1,2026-04-16T11:51:00,2026-04-16T12:37:00,46,271.81,Completed
JT11001478,JT11001478-1,WO701294,AP9001478,5187,1008,CSP2,PCTILE,N,N,,Y,N,1,2026-04-16T08:08:00,2026-04-16T08:46:00,38,136.65,Completed
JT11001479,JT11001479-1,WO701295,AP9001479,5112,1006,CSP2,PCGROUND,N,N,,Y,N,1,2026-04-16T07:59:00,2026-04-16T09:04:00,65,444.38,Completed
JT11001480,JT11001480-1,WO701296,AP9001480,5191,1006,CSP2,PCPLAST,N,N,,Y,N,1,2026-04-16T08:09:00,2026-04-16T09:43:00,94,232.57,Completed
JT11001481,JT11001481-1,WO701297,AP9001481,5162,1007,CSP2,PCGROUND,N,Y,Works not required,N,N,1,2026-04-16T07:52:00,2026-04-16T08:30:00,38,141.63,Completed
JT11001482,JT11001482-1,WO701297,AP9001482,5162,1007,CSP2,PCGROUND,N,N,,Y,Y,2,2026-04-20T08:02:00,2026-04-20T09:07:00,65,141.63,Completed
JT11001483,JT11001483-1,WO701298,AP9001483,5163,1007,CSP2,PCVINYL,N,N,,Y,N,1,2026-04-16T08:13:00,2026-04-16T09:57:00,104,231.02,Completed
JT11001484,JT11001484-1,WO701299,AP9001484,5297,1014,CSP4,PCBRICK,N,Y,Planned referral required,N,N,1,2026-04-16T08:20:00,2026-04-16T09:42:00,82,147.82,Completed
JT11001485,JT11001485-1,WO701299,AP9001485,5297,1014,CSP4,PCBRICK,N,N,,Y,Y,2,2026-04-20T08:12:00,2026-04-20T09:25:00,73,147.82,Completed
JT11001486,JT11001486-1,WO701300,AP9001486,5241,1011,CSP4,PCCARP,N,N,,Y,N,1,2026-04-16T08:02:00,2026-04-16T08:40:00,38,143.15,Completed
JT11001487,JT11001487-1,WO701301,AP9001487,5263,1013,CSP4,PCVINYL,N,N,,Y,N,1,2026-04-16T08:18:00,2026-04-16T09:04:00,46,216.09,Completed
JT11001488,JT11001488-1,WO701302,AP9001488,5208,1012,CSP4,PCGROUND,N,N,,Y,N,1,2026-04-16T08:13:00,2026-04-16T09:53:00,100,481.08,Completed
JT11001489,JT11001489-1,WO701303,AP9001489,5234,1014,CSP4,PCPLUMB,N,N,,Y,N,1,2026-04-16T07:56:00,2026-04-16T09:26:00,90,230.03,Completed
JT11001490,JT11001490-1,WO701304,AP9001490,5229,1013,CSP4,PCPLAST,N,Y,Asbestos found,N,N,1,2026-04-16T12:17:00,2026-04-16T13:37:00,80,92.02,Completed
JT11001491,JT11001491-1,WO701304,AP9001491,5229,1013,CSP4,PCPLAST,N,N,,Y,Y,2,2026-04-20T08:19:00,2026-04-20T09:25:00,66,92.02,Completed
JT11001492,JT11001492-1,WO701305,AP9001492,5278,1014,CSP4,PCGROUND,N,N,,Y,N,1,2026-04-16T11:51:00,2026-04-16T13:05:00,74,471.92,Completed
JT11001493,JT11001493-1,WO701306,AP9001493,5299,1014,CSP4,PCGROUND,N,N,,Y,N,1,2026-04-16T08:09:00,2026-04-16T09:58:00,109,447.41,Completed
JT11001494,JT11001494-1,WO701307,AP9001494,5269,1011,CSP4,PCVINYL,N,N,,Y,N,1,2026-04-16T08:16:00,2026-04-16T10:31:00,135,201.08,Completed
JT11001495,JT11001495-1,WO701308,AP9001495,5294,1013,CSP4,PCTILE,N,N,,Y,N,1,2026-04-16T07:52:00,2026-04-16T09:38:00,106,124.80,Completed
JT11001496,JT11001496-1,WO701310,AP9001496,5296,1014,CSP4,PCCARP,N,Y,Follow on planned inspection/measure,N,N,1,2026-04-16T11:53:00,2026-04-16T13:28:00,95,109.53,Completed
JT11001497,JT11001497-1,WO701310,AP9001497,5296,1014,CSP4,PCCARP,N,N,,Y,Y,2,2026-04-20T12:07:00,2026-04-20T13:18:00,71,109.53,Completed
JT11001498,JT11001498-1,WO701311,AP9001498,5211,1012,CSP4,PCCARP,N,N,,Y,N,1,2026-04-16T11:57:00,2026-04-16T13:34:00,97,186.74,Completed
JT11001499,JT11001499-1,WO701312,AP9001499,5220,1011,CSP4,PCCARP,N,N,,Y,N,1,2026-04-16T08:09:00,2026-04-16T09:20:00,71,124.06,Completed
JT11001500,JT11001500-1,WO701313,AP9001500,5255,1012,CSP4,PCGROUND,N,Y,Previously done,N,N,1,2026-04-16T07:50:00,2026-04-16T08:59:00,69,232.64,Completed
JT11001501,JT11001501-1,WO701313,AP9001501,5255,1012,CSP4,PCGROUND,N,N,,Y,Y,2,2026-04-20T08:09:00,2026-04-20T09:55:00,106,232.64,Completed
JT11001502,JT11001502-1,WO701314,AP9001502,5261,1013,CSP4,PCVINYL,N,N,,Y,N,1,2026-04-16T12:12:00,2026-04-16T13:05:00,53,202.98,Completed
JT11001503,JT11001503-1,WO701315,AP9001503,5269,1014,CSP4,PCGROUND,N,N,,Y,N,1,2026-04-16T08:12:00,2026-04-16T09:35:00,83,230.27,Completed
JT11001504,JT11001504-1,WO701316,AP9001504,5292,1012,CSP4,PCCARP,N,N,,Y,N,1,2026-04-16T08:18:00,2026-04-16T09:30:00,72,194.16,Completed
JT11001505,JT11001505-1,WO701317,AP9001505,5273,1014,CSP4,PCCARP,N,N,,Y,N,1,2026-04-16T07:59:00,2026-04-16T09:06:00,67,177.80,Completed
JT11001506,JT11001506-1,WO701318,AP9001506,5263,1013,CSP4,PCTILE,N,N,,Y,N,1,2026-04-16T07:57:00,2026-04-16T09:18:00,81,151.93,Completed
JT11001507,JT11001507-1,WO701319,AP9001507,5208,1014,CSP4,PCELEC,N,N,,Y,N,1,2026-04-16T12:15:00,2026-04-16T13:10:00,55,248.99,Completed
JT11001508,JT11001508-1,WO701320,AP9001508,5277,1012,CSP4,PCVINYL,Y,N,,N,N,1,2026-04-16T08:00:00,2026-04-16T09:31:00,91,74.78,No Access
JT11001509,JT11001509-1,WO701320,AP9001509,5277,1012,CSP4,PCVINYL,N,N,,Y,Y,2,2026-04-20T08:14:00,2026-04-20T08:38:00,24,74.78,Completed
JT11001510,JT11001510-1,WO701321,AP9001510,5041,1001,CSP1,PCTILE,N,N,,Y,N,1,2026-04-17T08:13:00,2026-04-17T09:01:00,48,144.05,Completed
JT11001511,JT11001511-1,WO701322,AP9001511,5014,1003,CSP1,PCVINYL,N,N,,Y,N,1,2026-04-17T07:54:00,2026-04-17T08:36:00,42,275.98,Completed
JT11001512,JT11001512-1,WO701323,AP9001512,5057,1001,CSP1,PCCARP,N,Y,Re-directed work,N,N,1,2026-04-17T08:19:00,2026-04-17T10:06:00,107,75.93,Completed
JT11001513,JT11001513-1,WO701323,AP9001513,5057,1001,CSP1,PCCARP,N,N,,Y,Y,2,2026-04-20T08:02:00,2026-04-20T10:11:00,129,75.93,Completed
JT11001514,JT11001514-1,WO701324,AP9001514,5071,1002,CSP1,PCVINYL,N,N,,Y,N,1,2026-04-17T08:02:00,2026-04-17T09:34:00,92,218.31,Completed
JT11001515,JT11001515-1,WO701325,AP9001515,5035,1004,CSP1,PCGROUND,N,N,,Y,N,1,2026-04-17T08:01:00,2026-04-17T09:54:00,113,376.98,Completed
JT11001516,JT11001516-1,WO701326,AP9001516,5027,1001,CSP1,PCFENCE,N,Y,Re-directed work,N,N,1,2026-04-17T08:10:00,2026-04-17T09:36:00,86,161.88,Completed
JT11001517,JT11001517-1,WO701326,AP9001517,5027,1001,CSP1,PCFENCE,N,N,,Y,Y,2,2026-04-20T12:16:00,2026-04-20T14:02:00,106,161.88,Completed
JT11001518,JT11001518-1,WO701327,AP9001518,5018,1002,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-17T07:51:00,2026-04-17T09:07:00,76,220.61,Completed
JT11001519,JT11001519-1,WO701329,AP9001519,5060,1002,CSP1,PCPLAST,N,N,,Y,N,1,2026-04-17T08:15:00,2026-04-17T09:27:00,72,205.02,Completed
JT11001520,JT11001520-1,WO701330,AP9001520,5037,1002,CSP1,PCVINYL,N,N,,Y,N,1,2026-04-17T08:09:00,2026-04-17T08:48:00,39,128.12,Completed
