WorksOrderReference,ServiceRequestNo,PropertiesSK,ContractorSiteCode,JobPriorityCode,JobSORCode,JobType,NumberOfJobs,EstimatedCost,RepairNet,RepairVAT,RepairGross,InvoicedCost,InvoicedLabourCosts,InvoicedMaterialCosts,InvoicedSubcontractorCosts,InvoicedOverheadCosts,LabourHours,ServiceRequestReportedDatetime,WorksOrderRaisedDatetime,WorksOrderTargetDatetime,WorksOrderReportedCompleteDatetime,WorksOrderStatusCode,SLAStatus
WO701142,SR701142,5058,KPIF,U1,PCPLAST,Responsive,1,157.12,164.98,33.00,197.98,161.68,88.92,56.59,0.00,16.17,2.62,2026-04-14T10:01:00,2026-04-14T10:01:00,2026-04-16T10:01:00,2026-04-15T07:01:00,Completed,Met
WO701143,SR701143,5016,IHREPAIRS,NG,PCFENCE,Responsive,1,277.03,290.88,58.18,349.06,285.06,156.78,99.77,0.00,28.51,4.62,2026-04-14T13:44:00,2026-04-14T13:44:00,2026-04-28T13:44:00,2026-04-22T17:44:00,Completed,Met
WO701144,SR701144,5033,KPIF,U1,PCCARP,Responsive,1,173.82,182.51,36.50,219.01,178.86,98.37,62.60,0.00,17.89,2.90,2026-04-14T08:41:00,2026-04-14T08:41:00,2026-04-16T08:41:00,2026-04-14T20:41:00,Completed,Met
WO701145,SR701145,5147,KPIF,QEL,PCCARP,Responsive,1,231.32,242.89,48.58,291.47,238.03,130.92,83.31,0.00,23.80,3.86,2026-04-14T09:40:00,2026-04-14T09:40:00,2026-04-28T09:40:00,2026-04-23T15:40:00,Completed,Met
WO701146,SR701146,5135,PHJONESGAS,Q,PCBRICK,Responsive,1,239.20,251.16,50.23,301.39,246.14,24.61,36.92,159.99,24.61,3.99,2026-04-14T11:28:00,2026-04-14T11:28:00,2026-05-12T11:28:00,2026-04-29T03:28:00,Completed,Met
WO701147,SR701147,5164,KPIF,Q,PCVINYL,Responsive,1,246.30,258.62,51.72,310.34,253.45,139.40,88.71,0.00,25.34,4.11,2026-04-14T10:08:00,2026-04-14T10:08:00,2026-05-12T10:08:00,2026-05-01T05:08:00,Completed,Met
WO701148,SR701148,5192,KPIF,QEL,PCBRICK,Responsive,1,414.83,435.57,87.11,522.68,426.86,234.77,149.40,0.00,42.69,6.91,2026-04-14T13:30:00,2026-04-14T13:30:00,2026-04-28T13:30:00,2026-04-21T01:30:00,Completed,Met
WO701149,SR701149,5163,KPIF,QEL,PCVINYL,Responsive,1,169.37,177.84,35.57,213.41,174.28,95.85,61.00,0.00,17.43,2.82,2026-04-14T10:49:00,2026-04-14T10:49:00,2026-04-28T10:49:00,2026-04-24T09:49:00,Completed,Met
WO701150,SR701150,5155,KPIF,Q,PCTILE,Responsive,1,131.48,138.05,27.61,165.66,135.29,74.41,47.35,0.00,13.53,2.19,2026-04-14T13:53:00,2026-04-14T13:53:00,2026-05-12T13:53:00,2026-05-03T22:53:00,Completed,Met
WO701151,SR701151,5166,KPIF,Q,PCBRICK,Responsive,1,298.27,313.18,62.64,375.82,306.92,168.81,107.42,0.00,30.69,4.97,2026-04-14T14:00:00,2026-04-14T14:00:00,2026-05-12T14:00:00,2026-05-07T22:00:00,Completed,Met
WO701152,SR701152,5115,KPIF,QEL,PCPLAST,Responsive,1,210.90,221.45,44.29,265.74,217.02,119.36,75.96,0.00,21.70,3.52,2026-04-14T10:05:00,2026-04-14T10:05:00,2026-04-28T10:05:00,2026-04-22T03:05:00,Completed,Met
WO701153,SR701153,5148,KPIF,QEL,PCPLAST,Responsive,1,147.06,154.41,30.88,185.29,151.32,83.23,52.96,0.00,15.13,2.45,2026-04-14T11:13:00,2026-04-14T11:13:00,2026-04-28T11:13:00,2026-04-21T04:13:00,Completed,Met
WO701154,SR701154,5173,IHREPAIRS,QEL,PCFENCE,Responsive,1,314.03,329.73,65.95,395.68,323.14,177.73,113.10,0.00,32.31,5.23,2026-04-14T11:47:00,2026-04-14T11:47:00,2026-04-28T11:47:00,2026-04-22T10:47:00,Completed,Met
WO701155,SR701155,5172,PHJONESGAS,Q,PCBRICK,Responsive,1,375.13,393.89,78.78,472.67,386.01,38.60,57.90,250.91,38.60,6.25,2026-04-14T14:13:00,2026-04-14T14:13:00,2026-05-12T14:13:00,2026-05-11T22:13:00,Completed,Met
WO701156,SR701156,5197,KPIF,UEL,PCVINYL,Responsive,1,234.19,245.90,49.18,295.08,240.98,132.54,84.34,0.00,24.10,3.90,2026-04-14T10:10:00,2026-04-14T10:10:00,2026-04-15T10:10:00,,Open,Open
WO701157,SR701157,5136,KPIF,U1,PCVINYL,Responsive,1,254.46,267.18,53.44,320.62,261.84,144.01,91.64,0.00,26.18,4.24,2026-04-14T13:37:00,2026-04-14T13:37:00,2026-04-16T13:37:00,2026-04-15T13:37:00,Completed,Met
WO701158,SR701158,5137,OPENVIEW,Q,PCPLUMB,Responsive,1,221.37,232.44,46.49,278.93,227.79,22.78,34.17,148.06,22.78,3.69,2026-04-14T08:32:00,2026-04-14T08:32:00,2026-05-12T08:32:00,2026-05-05T00:32:00,Completed,Met
WO701159,SR701159,5152,BRADLEY,QEL,PCPLUMB,Responsive,1,246.68,259.01,51.80,310.81,253.83,25.38,38.07,164.99,25.38,4.11,2026-04-14T08:50:00,2026-04-14T08:50:00,2026-04-28T08:50:00,2026-04-22T11:50:00,Completed,Met
WO701160,SR701160,5154,CCSS,UEL,PCBRICK,Responsive,1,367.77,386.16,77.23,463.39,452.24,37.84,56.77,319.79,37.84,6.13,2026-04-14T11:54:00,2026-04-14T11:54:00,2026-04-15T11:54:00,2026-04-15T08:54:00,Completed,Met
WO701161,SR701161,5107,PHJONESGAS,UEL,PCVINYL,Responsive,1,135.76,142.55,28.51,171.06,139.70,13.97,20.95,90.80,13.97,2.26,2026-04-14T12:42:00,2026-04-14T12:42:00,2026-04-15T12:42:00,2026-04-15T09:42:00,Completed,Met
WO701162,SR701162,5148,KPIF,E,PCCARP,Responsive,1,258.75,271.69,54.34,326.03,266.26,146.44,93.19,0.00,26.63,4.31,2026-04-14T08:35:00,2026-04-14T08:35:00,2026-04-15T08:35:00,2026-04-15T08:35:00,Completed,Met
WO701163,SR701163,5193,KPIF,UEL,PCVINYL,Responsive,1,175.01,183.76,36.75,220.51,180.08,99.04,63.03,0.00,18.01,2.92,2026-04-14T11:38:00,2026-04-14T11:38:00,2026-04-15T11:38:00,,Open,Open
WO701164,SR701164,5189,CCSS,UEL,PCPLUMB,Responsive,1,250.93,263.48,52.70,316.18,308.56,25.82,38.73,218.19,25.82,4.18,2026-04-14T09:26:00,2026-04-14T09:26:00,2026-04-15T09:26:00,2026-04-15T03:26:00,Completed,Met
WO701165,SR701165,5189,KPIF,UEL,PCVINYL,Responsive,1,209.98,220.48,44.10,264.58,216.07,118.84,75.62,0.00,21.61,3.50,2026-04-14T09:40:00,2026-04-14T09:40:00,2026-04-15T09:40:00,2026-04-14T21:40:00,Completed,Met
WO701166,SR701166,5119,CCSS,Q,PCVINYL,Responsive,1,211.03,221.58,44.32,265.90,259.50,21.72,32.57,183.50,21.71,3.52,2026-04-14T12:57:00,2026-04-14T12:57:00,2026-05-12T12:57:00,2026-04-24T01:57:00,Completed,Met
WO701167,SR701167,5236,IHREPAIRS,QEL,PCFENCE,Responsive,1,322.09,338.19,67.64,405.83,331.43,182.29,116.00,0.00,33.14,5.37,2026-04-14T09:17:00,2026-04-14T09:17:00,2026-04-28T09:17:00,2026-04-22T13:17:00,Completed,Met
WO701168,SR701168,5272,CCSS,Q,PCTILE,Responsive,1,149.29,156.75,31.35,188.10,183.58,15.36,23.04,129.81,15.36,2.49,2026-04-14T10:15:00,2026-04-14T10:15:00,2026-05-12T10:15:00,2026-04-30T11:15:00,Completed,Met
WO701169,SR701169,5228,IHREPAIRS,Q,PCPLUMB,Responsive,1,258.78,271.72,54.34,326.06,266.29,146.46,93.20,0.00,26.63,4.31,2026-04-14T11:47:00,2026-04-14T11:47:00,2026-05-12T11:47:00,2026-05-02T06:47:00,Completed,Met
WO701170,SR701170,5276,KPIF,Q,PCGROUND,Responsive,1,305.93,321.23,64.25,385.48,314.81,173.15,110.18,0.00,31.48,5.10,2026-04-14T11:09:00,2026-04-14T11:09:00,2026-05-12T11:09:00,2026-04-29T03:09:00,Completed,Met
WO701171,SR701171,5214,KPIF,UEL,PCPLAST,Responsive,1,168.10,176.50,35.30,211.80,172.97,95.13,60.54,0.00,17.30,2.80,2026-04-14T12:21:00,2026-04-14T12:21:00,2026-04-15T12:21:00,2026-04-15T06:21:00,Completed,Met
WO701172,SR701172,5225,KPIF,UEL,PCCARP,Responsive,1,167.24,175.60,35.12,210.72,172.09,94.65,60.23,0.00,17.21,2.79,2026-04-14T11:07:00,2026-04-14T11:07:00,2026-04-15T11:07:00,2026-04-15T07:07:00,Completed,Met
WO701173,SR701173,5260,KPIF,Q,PCCARP,Responsive,1,187.20,196.56,39.31,235.87,192.63,105.95,67.42,0.00,19.26,3.12,2026-04-14T12:25:00,2026-04-14T12:25:00,2026-05-12T12:25:00,2026-05-01T19:25:00,Completed,Met
WO701174,SR701174,5258,BRADLEY,UEL,PCFENCE,Responsive,1,307.57,322.95,64.59,387.54,316.49,31.65,47.47,205.72,31.65,5.13,2026-04-14T09:13:00,2026-04-14T09:13:00,2026-04-15T09:13:00,2026-04-14T21:13:00,Completed,Met
WO701175,SR701175,5256,KPIF,UEL,PCGROUND,Responsive,1,471.55,495.13,99.03,594.16,485.23,266.88,169.83,0.00,48.52,7.86,2026-04-14T11:39:00,2026-04-14T11:39:00,2026-04-15T11:39:00,2026-04-15T07:39:00,Completed,Met
WO701176,SR701176,5255,KPIF,UEL,PCTILE,Responsive,1,198.86,208.80,41.76,250.56,204.62,112.54,71.62,0.00,20.46,3.31,2026-04-14T13:34:00,2026-04-14T13:34:00,2026-04-15T13:34:00,2026-04-15T02:34:00,Completed,Met
WO701177,SR701177,5214,PHJONESGAS,Q,PCPLUMB,Responsive,1,300.74,315.78,63.16,378.94,309.46,30.95,46.42,201.15,30.95,5.01,2026-04-14T10:22:00,2026-04-14T10:22:00,2026-05-12T10:22:00,2026-05-10T03:22:00,Completed,Met
WO701178,SR701178,5231,KPIF,Q,PCCARP,Responsive,1,148.65,156.08,31.22,187.30,152.96,84.13,53.54,0.00,15.30,2.48,2026-04-14T13:47:00,2026-04-14T13:47:00,2026-05-12T13:47:00,2026-04-29T13:47:00,Completed,Met
WO701179,SR701179,5229,KPIF,Q,PCBRICK,Responsive,1,358.82,376.76,75.35,452.11,369.22,203.07,129.23,0.00,36.92,5.98,2026-04-14T10:14:00,2026-04-14T10:14:00,2026-05-12T10:14:00,2026-04-28T13:14:00,Completed,Met
WO701180,SR701180,5294,IHREPAIRS,U1,PCPLUMB,Responsive,1,190.84,200.38,40.08,240.46,196.37,108.00,68.73,0.00,19.64,3.18,2026-04-14T14:28:00,2026-04-14T14:28:00,2026-04-16T14:28:00,2026-04-15T07:28:00,Completed,Met
WO701181,SR701181,5289,CCSS,U1,PCTILE,Responsive,1,217.06,227.91,45.58,273.49,266.90,22.34,33.50,188.73,22.33,3.62,2026-04-14T09:55:00,2026-04-14T09:55:00,2026-04-16T09:55:00,2026-04-15T21:55:00,Completed,Met
WO701182,SR701182,5202,KPIF,Q,PCELEC,Responsive,1,240.56,252.59,50.52,303.11,247.54,136.15,86.64,0.00,24.75,4.01,2026-04-14T10:45:00,2026-04-14T10:45:00,2026-05-12T10:45:00,2026-05-03T17:45:00,Completed,Met
WO701183,SR701183,5202,IHREPAIRS,NG,PCFENCE,Responsive,1,239.24,251.20,50.24,301.44,246.18,135.40,86.16,0.00,24.62,3.99,2026-04-14T12:40:00,2026-04-14T12:40:00,2026-04-28T12:40:00,,Open,Open
WO701184,SR701184,5203,IHREPAIRS,QEL,PCBRICK,Responsive,1,220.52,231.55,46.31,277.86,226.92,124.81,79.42,0.00,22.69,3.68,2026-04-14T09:55:00,2026-04-14T09:55:00,2026-04-28T09:55:00,2026-04-22T22:55:00,Completed,Met
WO701185,SR701185,5295,CCSS,Q,PCFENCE,Responsive,1,338.13,355.04,71.01,426.05,415.79,34.79,52.19,294.01,34.79,5.64,2026-04-14T13:09:00,2026-04-14T13:09:00,2026-05-12T13:09:00,2026-05-01T01:09:00,Completed,Met
WO701186,SR701186,5202,KPIF,UEL,PCFENCE,Responsive,1,181.78,190.87,38.17,229.04,187.05,102.88,65.47,0.00,18.70,3.03,2026-04-14T12:55:00,2026-04-14T12:55:00,2026-04-15T12:55:00,2026-04-15T03:55:00,Completed,Met
WO701187,SR701187,5277,CCSS,U1,PCELEC,Responsive,1,276.86,290.70,58.14,348.84,340.44,28.49,42.73,240.73,28.49,4.61,2026-04-14T13:57:00,2026-04-14T13:57:00,2026-04-16T13:57:00,2026-04-16T20:57:00,Completed,Breached
WO701188,SR701188,5285,KPIF,Q,PCPLAST,Responsive,1,103.25,108.41,21.68,130.09,106.24,58.43,37.18,0.00,10.62,1.72,2026-04-14T13:25:00,2026-04-14T13:25:00,2026-05-12T13:25:00,2026-04-30T11:25:00,Completed,Met
WO701189,SR701189,5096,PHJONESGAS,U1,PCCARP,Responsive,1,196.26,206.07,41.21,247.28,201.95,20.20,30.29,131.27,20.19,3.27,2026-04-15T13:57:00,2026-04-15T13:57:00,2026-04-17T13:57:00,2026-04-16T23:57:00,Completed,Met
WO701190,SR701190,5070,BRADLEY,NG,PCELEC,Responsive,1,330.23,346.74,69.35,416.09,339.81,33.98,50.97,220.88,33.98,5.50,2026-04-15T09:59:00,2026-04-15T09:59:00,2026-04-29T09:59:00,2026-04-23T08:59:00,Completed,Met
WO701191,SR701191,5051,KPIF,QEL,PCVINYL,Responsive,1,232.25,243.86,48.77,292.63,238.98,131.44,83.64,0.00,23.90,3.87,2026-04-15T10:07:00,2026-04-15T10:07:00,2026-04-29T10:07:00,2026-04-27T02:07:00,Completed,Met
WO701192,SR701192,5079,KPIF,Q,PCCARP,Responsive,1,263.11,276.27,55.25,331.52,270.74,148.91,94.76,0.00,27.07,4.39,2026-04-15T11:27:00,2026-04-15T11:27:00,2026-05-13T11:27:00,2026-04-28T17:27:00,Completed,Met
WO701193,SR701193,5088,KPIF,Q,PCPLAST,Responsive,1,162.67,170.80,34.16,204.96,167.38,92.06,58.58,0.00,16.74,2.71,2026-04-15T10:58:00,2026-04-15T10:58:00,2026-05-13T10:58:00,2026-04-26T07:58:00,Completed,Met
WO701194,SR701194,5037,KPIF,QEL,PCCARP,Responsive,1,239.27,251.23,50.25,301.48,246.21,135.42,86.17,0.00,24.62,3.99,2026-04-15T08:50:00,2026-04-15T08:50:00,2026-04-29T08:50:00,2026-04-24T19:50:00,Completed,Met
WO701195,SR701195,5063,KPIF,E,PCBRICK,Responsive,1,329.67,346.15,69.23,415.38,339.23,186.58,118.73,0.00,33.92,5.49,2026-04-15T08:30:00,2026-04-15T08:30:00,2026-04-16T08:30:00,2026-04-16T00:30:00,Completed,Met
WO701196,SR701196,5065,KPIF,U1,PCGROUND,Responsive,1,503.67,528.85,105.77,634.62,518.27,285.05,181.39,0.00,51.83,8.39,2026-04-15T10:48:00,2026-04-15T10:48:00,2026-04-17T10:48:00,2026-04-17T00:48:00,Completed,Met
WO701197,SR701197,5011,IHREPAIRS,UEL,PCBRICK,Responsive,1,406.77,427.11,85.42,512.53,418.57,230.21,146.50,0.00,41.86,6.78,2026-04-15T11:31:00,2026-04-15T11:31:00,2026-04-16T11:31:00,2026-04-16T01:31:00,Completed,Met
WO701198,SR701198,5052,BRADLEY,QEL,PCCARP,Responsive,1,218.74,229.68,45.94,275.62,225.09,22.51,33.76,146.31,22.51,3.65,2026-04-15T13:35:00,2026-04-15T13:35:00,2026-04-29T13:35:00,2026-04-22T14:35:00,Completed,Met
WO701199,SR701199,5042,KPIF,Q,PCPLAST,Responsive,1,212.06,222.66,44.53,267.19,218.21,120.02,76.37,0.00,21.82,3.53,2026-04-15T09:39:00,2026-04-15T09:39:00,2026-05-13T09:39:00,2026-04-28T22:39:00,Completed,Met
WO701200,SR701200,5039,KPIF,Q,PCELEC,Responsive,1,292.48,307.10,61.42,368.52,300.96,165.53,105.34,0.00,30.10,4.87,2026-04-15T12:13:00,2026-04-15T12:13:00,2026-05-13T12:13:00,2026-05-07T22:13:00,Completed,Met
WO701201,SR701201,5065,KPIF,Q,PCFENCE,Responsive,1,266.55,279.88,55.98,335.86,274.28,150.85,96.00,0.00,27.43,4.44,2026-04-15T12:05:00,2026-04-15T12:05:00,2026-05-13T12:05:00,2026-05-08T08:05:00,Completed,Met
WO701202,SR701202,5004,KPIF,U1,PCVINYL,Responsive,1,169.19,177.65,35.53,213.18,174.10,95.76,60.93,0.00,17.41,2.82,2026-04-15T11:04:00,2026-04-15T11:04:00,2026-04-17T11:04:00,2026-04-16T18:04:00,Completed,Met
WO701203,SR701203,5080,BRADLEY,QEL,PCGROUND,Responsive,1,336.34,353.16,70.63,423.79,346.10,34.61,51.91,224.97,34.61,5.61,2026-04-15T08:57:00,2026-04-15T08:57:00,2026-04-29T08:57:00,2026-04-23T19:57:00,Completed,Met
WO701204,SR701204,5001,BRADLEY,QEL,PCELEC,Responsive,1,243.33,255.50,51.10,306.60,250.39,25.04,37.56,162.75,25.04,4.06,2026-04-15T12:25:00,2026-04-15T12:25:00,2026-04-29T12:25:00,2026-04-24T12:25:00,Completed,Met
WO701205,SR701205,5084,KPIF,UEL,PCCARP,Responsive,1,160.16,168.17,33.63,201.80,164.81,90.65,57.68,0.00,16.48,2.67,2026-04-15T10:58:00,2026-04-15T10:58:00,2026-04-16T10:58:00,2026-04-15T17:58:00,Completed,Met
WO701206,SR701206,5016,KPIF,Q,PCGROUND,Responsive,1,400.33,420.35,84.07,504.42,411.94,226.57,144.18,0.00,41.19,6.67,2026-04-15T10:14:00,2026-04-15T10:14:00,2026-05-13T10:14:00,2026-04-25T01:14:00,Completed,Met
WO701207,SR701207,5018,IHREPAIRS,QEL,PCTILE,Responsive,1,183.59,192.77,38.55,231.32,188.91,103.90,66.12,0.00,18.89,3.06,2026-04-15T09:49:00,2026-04-15T09:49:00,2026-04-29T09:49:00,2026-04-23T00:49:00,Completed,Met
WO701208,SR701208,5001,KPIF,Q,PCELEC,Responsive,1,260.01,273.01,54.60,327.61,267.55,147.15,93.64,0.00,26.75,4.33,2026-04-15T09:04:00,2026-04-15T09:04:00,2026-05-13T09:04:00,2026-05-09T19:04:00,Completed,Met
WO701209,SR701209,5013,IHREPAIRS,U1,PCTILE,Responsive,1,163.37,171.54,34.31,205.85,168.11,92.46,58.84,0.00,16.81,2.72,2026-04-15T12:48:00,2026-04-15T12:48:00,2026-04-17T12:48:00,2026-04-16T13:48:00,Completed,Met
WO701210,SR701210,5052,OPENVIEW,NG,PCELEC,Responsive,1,324.33,340.55,68.11,408.66,333.74,33.37,50.06,216.93,33.37,5.41,2026-04-15T13:09:00,2026-04-15T13:09:00,2026-04-29T13:09:00,2026-04-23T16:09:00,Completed,Met
WO701211,SR701211,5185,IHREPAIRS,Q,PCCARP,Responsive,1,221.61,232.69,46.54,279.23,228.04,125.42,79.81,0.00,22.80,3.69,2026-04-15T10:04:00,2026-04-15T10:04:00,2026-05-13T10:04:00,2026-05-08T00:04:00,Completed,Met
WO701212,SR701212,5166,IHREPAIRS,U1,PCGROUND,Responsive,1,247.90,260.30,52.06,312.36,255.09,140.30,89.28,0.00,25.51,4.13,2026-04-15T10:58:00,2026-04-15T10:58:00,2026-04-17T10:58:00,2026-04-16T02:58:00,Completed,Met
WO701213,SR701213,5186,CCSS,Q,PCBRICK,Responsive,1,343.70,360.88,72.18,433.06,422.62,35.37,53.05,298.84,35.37,5.73,2026-04-15T09:24:00,2026-04-15T09:24:00,2026-05-13T09:24:00,2026-04-22T04:24:00,Completed,Met
WO701214,SR701214,5137,KPIF,U1,PCELEC,Responsive,1,323.70,339.88,67.98,407.86,333.08,183.19,116.58,0.00,33.31,5.39,2026-04-15T13:27:00,2026-04-15T13:27:00,2026-04-17T13:27:00,2026-04-16T13:27:00,Completed,Met
WO701215,SR701215,5180,BRADLEY,E,PCELEC,Responsive,1,275.02,288.77,57.75,346.52,282.99,28.30,42.45,183.94,28.30,4.58,2026-04-15T09:41:00,2026-04-15T09:41:00,2026-04-16T09:41:00,2026-04-15T15:41:00,Completed,Met
WO701216,SR701216,5121,OPENVIEW,Q,PCFENCE,Responsive,1,344.16,361.37,72.27,433.64,354.14,35.41,53.12,230.19,35.41,5.74,2026-04-15T10:17:00,2026-04-15T10:17:00,2026-05-13T10:17:00,2026-04-27T02:17:00,Completed,Met
WO701217,SR701217,5109,KPIF,Q,PCPLAST,Responsive,1,248.31,260.73,52.15,312.88,255.52,140.54,89.43,0.00,25.55,4.14,2026-04-15T13:18:00,2026-04-15T13:18:00,2026-05-13T13:18:00,2026-04-27T14:18:00,Completed,Met
WO701218,SR701218,5136,KPIF,QEL,PCBRICK,Responsive,1,335.05,351.80,70.36,422.16,344.76,189.62,120.67,0.00,34.48,5.58,2026-04-15T14:00:00,2026-04-15T14:00:00,2026-04-29T14:00:00,2026-04-16T20:00:00,Completed,Met
WO701219,SR701219,5124,IHREPAIRS,QEL,PCGROUND,Responsive,1,316.86,332.70,66.54,399.24,326.05,179.33,114.12,0.00,32.60,5.28,2026-04-15T09:36:00,2026-04-15T09:36:00,2026-04-29T09:36:00,2026-04-22T13:36:00,Completed,Met
WO701220,SR701220,5175,KPIF,E,PCVINYL,Responsive,1,278.20,292.11,58.42,350.53,286.27,157.45,100.19,0.00,28.63,4.64,2026-04-15T09:51:00,2026-04-15T09:51:00,2026-04-16T09:51:00,2026-04-16T00:51:00,Completed,Met
WO701221,SR701221,5187,KPIF,UEL,PCELEC,Responsive,1,319.36,335.33,67.07,402.40,328.62,180.74,115.02,0.00,32.86,5.32,2026-04-15T10:31:00,2026-04-15T10:31:00,2026-04-16T10:31:00,2026-04-16T08:31:00,Completed,Met
WO701222,SR701222,5150,KPIF,QEL,PCVINYL,Responsive,1,270.54,284.07,56.81,340.88,278.39,153.11,97.44,0.00,27.84,4.51,2026-04-15T10:38:00,2026-04-15T10:38:00,2026-04-29T10:38:00,2026-04-27T21:38:00,Completed,Met
WO701223,SR701223,5198,OPENVIEW,Q,PCFENCE,Responsive,1,350.40,367.92,73.58,441.50,360.56,36.06,54.08,234.36,36.06,5.84,2026-04-15T09:59:00,2026-04-15T09:59:00,2026-05-13T09:59:00,2026-04-28T10:59:00,Completed,Met
WO701224,SR701224,5182,KPIF,U1,PCGROUND,Responsive,1,362.43,380.55,76.11,456.66,372.94,205.12,130.53,0.00,37.29,6.04,2026-04-15T12:14:00,2026-04-15T12:14:00,2026-04-17T12:14:00,2026-04-16T13:14:00,Completed,Met
WO701225,SR701225,5156,KPIF,QEL,PCGROUND,Responsive,1,438.39,460.31,92.06,552.37,451.10,248.11,157.88,0.00,45.11,7.31,2026-04-15T13:28:00,2026-04-15T13:28:00,2026-04-29T13:28:00,2026-04-30T23:28:00,Completed,Breached
WO701226,SR701226,5105,KPIF,QEL,PCPLAST,Responsive,1,170.05,178.55,35.71,214.26,174.98,96.24,61.24,0.00,17.50,2.83,2026-04-15T11:58:00,2026-04-15T11:58:00,2026-04-29T11:58:00,2026-04-18T18:58:00,Completed,Met
WO701227,SR701227,5188,OPENVIEW,Q,PCGROUND,Responsive,1,333.13,349.79,69.96,419.75,342.79,34.28,51.42,222.81,34.28,5.55,2026-04-15T13:22:00,2026-04-15T13:22:00,2026-05-13T13:22:00,2026-05-05T10:22:00,Completed,Met
WO701228,SR701228,5172,KPIF,QEL,PCPLAST,Responsive,1,209.69,220.17,44.03,264.20,215.77,118.67,75.52,0.00,21.58,3.49,2026-04-15T13:50:00,2026-04-15T13:50:00,2026-04-29T13:50:00,2026-04-23T04:50:00,Completed,Met
WO701229,SR701229,5167,IHREPAIRS,U1,PCBRICK,Responsive,1,289.26,303.72,60.74,364.46,297.65,163.71,104.18,0.00,29.76,4.82,2026-04-15T08:56:00,2026-04-15T08:56:00,2026-04-17T08:56:00,2026-04-16T05:56:00,Completed,Met
WO701230,SR701230,5138,KPIF,Q,PCBRICK,Responsive,1,315.48,331.25,66.25,397.50,324.62,178.54,113.62,0.00,32.46,5.26,2026-04-15T09:50:00,2026-04-15T09:50:00,2026-05-13T09:50:00,2026-05-04T08:50:00,Completed,Met
WO701231,SR701231,5167,IHREPAIRS,UEL,PCGROUND,Responsive,1,376.15,394.96,78.99,473.95,387.06,212.88,135.47,0.00,38.71,6.27,2026-04-15T13:09:00,2026-04-15T13:09:00,2026-04-16T13:09:00,2026-04-16T02:09:00,Completed,Met
WO701232,SR701232,5134,KPIF,E,PCPLUMB,Responsive,1,303.37,318.54,63.71,382.25,312.17,171.69,109.26,0.00,31.22,5.06,2026-04-15T10:12:00,2026-04-15T10:12:00,2026-04-16T10:12:00,2026-04-15T20:12:00,Completed,Met
WO701233,SR701233,5271,IHREPAIRS,QEL,PCFENCE,Responsive,1,299.53,314.51,62.90,377.41,308.22,169.52,107.88,0.00,30.82,4.99,2026-04-15T09:01:00,2026-04-15T09:01:00,2026-04-29T09:01:00,2026-04-23T20:01:00,Completed,Met
WO701234,SR701234,5279,KPIF,Q,PCPLUMB,Responsive,1,205.60,215.88,43.18,259.06,211.56,116.36,74.05,0.00,21.16,3.43,2026-04-15T12:03:00,2026-04-15T12:03:00,2026-05-13T12:03:00,2026-04-26T00:03:00,Completed,Met
WO701235,SR701235,5271,KPIF,QEL,PCELEC,Responsive,1,293.35,308.02,61.60,369.62,301.86,166.02,105.65,0.00,30.19,4.89,2026-04-15T08:51:00,2026-04-15T08:51:00,2026-04-29T08:51:00,2026-04-26T08:51:00,Completed,Met
WO701236,SR701236,5245,CCSS,Q,PCVINYL,Responsive,1,221.80,232.89,46.58,279.47,272.74,22.82,34.23,192.85,22.82,3.70,2026-04-15T10:26:00,2026-04-15T10:26:00,2026-05-13T10:26:00,2026-05-04T02:26:00,Completed,Met
WO701237,SR701237,5226,KPIF,Q,PCGROUND,Responsive,1,316.68,332.51,66.50,399.01,325.86,179.22,114.05,0.00,32.59,5.28,2026-04-15T14:20:00,2026-04-15T14:20:00,2026-05-13T14:20:00,,Open,Open
WO701238,SR701238,5299,KPIF,Q,PCVINYL,Responsive,1,213.99,224.69,44.94,269.63,220.20,121.11,77.07,0.00,22.02,3.57,2026-04-15T12:08:00,2026-04-15T12:08:00,2026-05-13T12:08:00,2026-04-29T15:08:00,Completed,Met
WO701239,SR701239,5279,KPIF,Q,PCFENCE,Responsive,1,302.08,317.18,63.44,380.62,310.84,170.96,108.79,0.00,31.08,5.03,2026-04-15T08:59:00,2026-04-15T08:59:00,2026-05-13T08:59:00,,Open,Open
WO701240,SR701240,5253,PHJONESGAS,Q,PCGROUND,Responsive,1,369.99,388.49,77.70,466.19,380.72,38.07,57.11,247.47,38.07,6.17,2026-04-15T08:37:00,2026-04-15T08:37:00,2026-05-13T08:37:00,,Open,Open
WO701241,SR701241,5208,KPIF,Q,PCPLAST,Responsive,1,242.57,254.70,50.94,305.64,249.61,137.29,87.36,0.00,24.96,4.04,2026-04-15T11:10:00,2026-04-15T11:10:00,2026-05-13T11:10:00,2026-04-27T11:10:00,Completed,Met
WO701242,SR701242,5238,IHREPAIRS,Q,PCPLAST,Responsive,1,188.05,197.45,39.49,236.94,193.50,106.43,67.72,0.00,19.35,3.13,2026-04-15T09:32:00,2026-04-15T09:32:00,2026-05-13T09:32:00,2026-04-30T22:32:00,Completed,Met
WO701243,SR701243,5227,OPENVIEW,Q,PCELEC,Responsive,1,273.80,287.49,57.50,344.99,281.74,28.17,42.26,183.13,28.17,4.56,2026-04-15T10:22:00,2026-04-15T10:22:00,2026-05-13T10:22:00,2026-04-27T18:22:00,Completed,Met
